Indonesia,Simalungun,Pronounciation,Part of Speech,Sentence Examples & Related Forms
banyak,harunrun,harunrun,Adjective,"harunrun nami sihal tapi seng do baen banyak  kemauan, tetapi tidak terpenuhi;"
banyak,jajan,jajan,Adjective,jajan omei sidea i hobon banyak padi mereka di lumbung
banyak,junah,junah,Adjective,junah pe omei bai hobon masih banyak padi di lumbung; num jumlah bilangan
banyak,lonjan,lOnjan,Adjective,
banyak,lota,lOta,Adjective,lota ihan i sabah banyak ikan di sawah
banyak,marsimutah,,Verb,
banyak,poyad,pOyad,Adjective,poyad durian ni sidea buah durian mereka banyak
banyak,rasei,rasEy,Adjective,"durian ai domma rasei madabuh, ijumpai nami kami mendapat banyak durian jatuh"
banyak,sab,sab,Adjective,sab jolma i tanoh on banyak manusia di dunia ini
banyak,sampal,sappal,Adjective,sampal hutu bani uluni banyak kutu di kepalanya
banyak bergantungan,harantui,harantui,Noun,"harantui buahni nangka ai, halani bueini buah nangka itu  bergantungan karena banyaknya"
banyak habis,lahar,lahar,Adverb,domma lahar hayu hayuan matutung i tanoh Karo sudah banyak habis hutan-hutan terbakar di tanah Karo
banyak kerja,buhut,,,
banyak orang yang bermuntahan parmutah n orang yang mudah muntah,marsimutah ,,,
banyak sekali,hanjat,hajjat,Adjective,hanjat do jolma na roh  manusia yang datang banyak sekali
banyak sekali,lunak,lunak,Adverb,omeini lunak tumang padinya banyak sekali
bapak,bapa,bapa,Noun,ise goran ni bapa mu? siapa nama  ayahmu?;
baptis,didi,didi,Verb,
bara,baya,baya,Noun,
bara,ya,,,
bara apai,dagas,dagas,Noun,
bara api,nar,,,
bara api,tunam,tunam,Noun,
barang,basebase,,,
barang,doramani,,,
barang,doromani,,,
barang,mosal,,,
barang (makanan dan sebagainya) yang diberikan sebagai persembahan kepada roh halus,berean,bErEyan,Noun,
barang- barang paerhiasan pengantin doran [dOran] n bunyi piring yang,doramani,dOramani,Noun,
barang- barang perhiasan pengantin,doromani,dOrOmani,Noun,
barang simpanan,homitan,hOmitan,Noun,i ja homitan mondi? di mana barang simpananmu yang dulu?
barang yang ber- serak,runta,rutta,Noun,
barang yang berserak,runta,,,
barang yang sudah lama tidak terpakai,basebase,basE basE,Noun,
barang-barang bekas,mosal,mOsal,Noun,domma mosal pakean  on sudah jadi barang bekas pakaian ini
barat,hasundutan,hasundutan,Noun,mulai mardalan hu hasundutan baru torus hu hapoltakan mulai berjalan dari barat lalu ke timur
barat,hasundutan ,,,
baring,gale,galE,Verb,
baris,baris,baris,Verb,
baris,noran,,,
baris,ristei,ristey,Noun,
baris,titir,,,
barter,kokang,kokaG,Verb,ber- dagang dengan cara bertukar barang;
baru,baru,baru,Adjective,"baru dope hiomu sarungmu masih baru baruang	[baruaG]	n	beruang:"
baru,honsi,hOssi,Adjective,ahu das honsi hun juma aku baru sampai dari ladang
baru,roba,,,
baru tumbuh,turab,turab,Verb,
basah,arbah,arbah,Adjective,"arbah bajuni	bajunya basah; ; "
basah,basah,basah,Adjective,basah  hiou hu kainku basah
basah,bongsot,boGsot,Adjective,bongsot bajuni halani udan bajunya basah karena hujan
basah,litap,litap,Adjective,hiouni litap hona udan kainnya basah kena hujan
basah,marlimur,limur,Verb,hanami marlimur do hujuma kami basah kuyup dari ladang
basah,mosap,mOsap,Adjective,mosap hanami hona udan basah kami kena hujan
basah,taptap,,,
basah kuyup,huyup,huyup,Adjective,
basah kuyup,limur,,,
basah kuyup,marlimur ,,,
"basah kuyup; 	kuyup",limur,limur,Adjective,hanami marlimur do hujuma kami basah kuyup dari ladang
basi,basi,basi,Adjective,
basi,dangir,daGir,Adjective,
basi,mayom,,,
basi; mulai busuk,mayom,mayom,Adjective,indahan on domma mayom nasi ini sudah basi; domma mayom ihan on ikan itu sudah mulai busuk
baskom,sambung,,,
basuh,basuh,basuh,Verb,
basuh,jomuk,,,
basuh,jumuk,,,
basuh,losou,lOsOw,Verb,
basuh,usah,usah,Verb,usah naheimu ase borsih! kakimu basuh supaya bersih!
basuh; cuci,jomuk,jomuk,Verb,jomuk hu bagas tangan min! basuh ke dalam tanganmu!; ;  membasuh
basuh; cuci,jumuk,jumuk,Verb,jumukma hudon ai! basuhlah periuk itu!
batang tumbuh,halung,,,
batang tumbuh- tumbuhan berbentuk tali,halung,haluG,Noun,obog lobei halung ni demban ai potong dulu batang sirih itu
batas,alog,alOg,Noun,on ma alog ni
batas,balog,balOg,Noun,balog ni juma batas ladang;
batas,batos,batOs,Noun,
batas,bolat,bOlat,Noun,i bolat jabu
batas,ingganan,iGganan,Noun,i jonma ingananni di sinilah batasnya;
batas,nolih,,,
batas,simbalog,sibbalOg,Noun,yang berbatasan dengan tanah atau ladang kita
batas,sogih,sogih,Noun,i ja do sogih ni jumamu ai? di mana batas ladangmu itu?
batas (untuk pekerjaan),nolih,nOlih,Noun,nolih domma bolog sudah banyak yang aku kerjakan
batik,batik,bati?,Noun,mahal batik hargani batik mahal harganya
batu,asahan,,,
batu,batu,batu,Noun,poyon tubuh bani batu on rumput itu  tumbuh di batu;
batu apung,ranggisgis,raGgisgis,Noun,i topi bah bahat daot ranggisgis batu apung banyak di tepi sungai
batu asah kecil,lian,liyan,Noun,payah do torihon lian sulit dicari batu asah
batu giling,tuktuk,tuktuk,Noun,; - kan
batu penindih,barugu,,,
batu penindih yang ditenggelamkan ke dalam air agar benda tersebut teng- gelam,barugu,barugu,Noun,
batu tulis,lei,lEy,Noun,sapari i pakei do lei minik sikolah dulu dipergunakan batu tulis untuk sekolah
batuk,batuk,batu?,Noun,
batuk,ongkos,,,
batuk serak,ongkos,Ok:Os,Verb,"ongkos aima naborit nalang parah, tapi loja batuk serak penyakit yang tidak  parah tetapi capek karenanya"
bau,bau,bau,Noun,bau bangkei bau bangkai;
bau aring,aring,ariG,Noun,aring sibuat ursa bau aring disebabkan oleh rusa
bau busuk,opuk,Opug,Noun,teranggoh au bau opuk aku mencium bau busuk
bau busuk,soham,soham,Noun,"soham mando indahan on, halani dokahni nasi ini sudah bau busuk lantaran lamanya"
bau pesing,songa,sOGa,Noun,
bawa,boan,bOan,Verb,iboan bangkei hertanoman mayat itu dibawa ke pekuburan;
bawa,bobai,bObay,Verb,
bawa,boban,bOban,Verb,
bawa semua,hadur,hadur,Verb,"domma, hadur hujan gampa! sudah, bawa semua ke sana!"
bawah,talaga,talaga,Noun,"na hotor ulang iluan-luan bahen, tapi i talaga nakkon yang kotor jangan di atas, tetapi letakkan di bawah"
bawah,toruh,toruh,Noun,
bawang,hosaya,hOsaya,Noun,mahal tumang hosaya anggo mamboli hita i kodei mahal sekali bawang kalau kita beli di kedai
bawang (sejenis umbi-umbian),bawang,bawaG,Noun,
bayam,bayam,bayam,Noun,
bayang- bayang,halinoh,halinOh,Noun,anggo tongah arian nadogei halinoh diri kalau tengah hari terpi jak bayang- bayang diri sendiri
bayar,dang,,,
bayar,gendo,gEndo,Raya,gendo pala sonai bayarlah walaupun sedikit
bayar,retes,rEtEs,Verb,retes ma ai!
Bdari katak,jokjok,,,
bebal,bojol,bOjOl,Adjective,bojol dakdanak ai anak ini sangat bebal
bebal,lontong,lontoG,Adjective,surung do lontong mu songon kebodohanmu itu keterlaluan
bebat,bobat,bObat,Noun,
bebatuan,talutuk,talutuk,Noun,akar pe lang ra tubuh i talutuk ai akar pun tidak mau tumbuh di bebatuan itu
beberapa,sasadiha,,,
beberapa sasanggul [sasaggul] n penyakit bubul,sasadiha,sasadiha,Numeral,"	muncil:	na	borit"
bedak,bodak,bOda?,Noun,
begitu,atege,atEgE,Pronoun,atege lobei begitu saja
begitu,atene,atEnE,Pronoun,au hatakon atene aku katakan begitu
begitu,honsa,hOssa,Pronoun,
begitu,nin,nin,Pronoun,"nin dong ni, nin ma napa oatik-oatik begitu adanya, itulah dipada-padai"
begitu,sonai,sonay,Pronoun,
bekal,bohal,bOhal,Noun,ulang ham lupa mamboan bohal jangan kau lupa membawa bekal
bekal,tadah,tadah,Noun,otik tumang tadah jabolon ai bekal  buruh itu sedikit sekali
bekal,tugo,tugo,Noun,hita mamboan tugo untuk di dalan kita membawa bekal untuk di jalan
bekas,balameha,,,
bekas,pamongkikan,,,
bekas batas ladang,balameha,balamEha,Noun,
bekas cambukan,bolei,bOlEy,Noun,adong so bolei bani lembu ai ada bekas cambukan pada lembu itu
bekas ketaman,pinuh,,,
bekas ketaman kayu yang ada di ladang,pinuh,pinuh,Noun,
bekas laluan,limbas,limbas,Noun,
bekas yang dilalui,limbei,limbEy,Noun,lang dong limbei ni tak ada bekas yang dilaluinya
bekerja,marhobas,,Verb,
bekerja,marhorja ,,,
bekerja parhobas n yang bekerja,marhobas ,,,
beku,boku,bOku,Adjective,minak halambir pe ra do boku minyak kelapa juga bisa beku
bela,hopkop,,,
"bela; mamhopkop	v		membela",hopkop,hOpkOp,Verb,"anggo	seng		halani	ia mamhopkop, hanami domma saud lehleh kalau tidak karena dia membela, sudah jadi kami lempar"
belah,batis,batis,Noun,batis hayu ai
belah,bolah,bOlah,Raya,bolah joring ai belah jengkol itu; 
belah,rogang,rOgaG,Adjective,
belah,taha,taha,Verb,
belahan kayu,bangkir,,,
belahan kayu yang kecil,bangkir,bakkir,Noun,
belahi,batisi ,,,
belakang,pudi,pudi,Noun,"mulak hu pudi! kembali ke belakang!; ; - kan, urutan"
belakang pinggang,gunung,gunuG,Noun,
belakangan,parpudi ,,,
belalai,buleile,bulEylE,Noun,buleile ni gajah belalai gajah
belalang,balang,balaG,Noun,balang na gorsing belalang yang kuning
belang,bolang,bOlaG,Noun,si bolang birong si belang hitam
belang,jolang,jOlaG,Noun,baliang si jolang jenges ambuluni anjing si belang cantik bulunya
belang,rintik,rintik,Noun,huting ai rintik kucing itu belang
belanga,balanga,,,
belanga; kuali besar,balanga,balaGa,Noun,manloppah gulei ahu i balanga saya memasak gulai di belanga;
belenggu,pasung,pasuG,Noun, seseorang dengan pasung
belerang,hirtah,hirtah,Noun,anggo hirtah taranggoh bauni kalau belerang tercium baunya
beli,boli,bOli,Raya,
belia,boboru,bObOru,Adjective,polo boboru bapa ni bapaknya muda belia
beliak,bondil,bOndil,Verb,
beliau,morah,mOrah,Pronoun,morah laho tu Medan beliau pergi ke Medan
belikat,papat,papat,Noun,
belimbing,balimbing,balibbiG,Noun,
belimbing,belimbing,bElimbiG,Noun,benger
belinjo,melinjo,mElinjo,Noun,
belit,bolit,bOlit,Verb,bolit tali hon hu hayu ai! belit tali ini ke kayu itu!
belok,legot,lEgOt,Adjective,liku;
belukar,galunggung,galunggung,Noun,harangan galunggung hutan belukar
belum,lape,,,
belum tentu,antah,attah,Adverb,
belum tentu,antoh,attOh,Adverb,
"belum, masih dalam keadaan tidak",lape,lape,Adverb,au lape mangan aku belum makan;
belut,lindung,linduG,Sipispis,
benalu,sarindan,sariddan,Noun,"sarindan pe sarondun hotang pajalin-jalin sai inang pe saompung marga palain-lain satu mamak satu nenek, tetapi marganya berbeda-beda"
benam,bonam,bOnam,Verb,bonam batu ai i bah benam batu itu di sungai
benam,ronjom,rOnjOm,Verb,ronjomkon hayu ai hu bagan bah! benamkan kayu itu ke dalam air!
benam,usop,usOp,Verb,terbenam: usop naheini hu bagas lumpur kakinya masuk ke dalam lumpur
benang,bonang,bOnaG,Raya,mamboli bonang bapa bani inang ayah membeli benang untuk ibu;
benang,jorgah,jOrgah,Noun,
benang warna,gatip,,,
benang warna- warni yang dipintal,gatip,gatip,Noun,
benar,bonar,,,
benar,jati,jati,Adjective,betul
benar,sihong,sihOG,Adjective,
benar,tongon,toGOn,Adjective,; menyatakan benar
benar,tuhu,tuhu,Adjective,asli: bagod tuhu ibahen gula nira asli dibuat gula
benar; bonar hatani benar katanya; ,bonar,bOnar,Raya,habonaron do bona kebenaran adalah segala-galanya
bencana,hak,hak,Noun,
benci,jubjub,jubjub,Adjective,jubjub uhurhu bani aku benci padanya
benci,luat,luwat,Adjective,; 
benci,palak,pala?,Adjective,palak tumang au mangindahsi aku sangat benci melihatnya
benci,sogam,sogam,Adjective,"halani godalni hasoman ai sogam uhurhu manonggorsi karena kawan itu jahat, aku benci melihatnya"
benci,sugar,sugar,Adjective,sugar uhurhu manonggor halak na butak hatiku benci melihat orang yang jahat
benda atau sesuatu,ngidol,,,
benda atau sesuatu yang besar,ngidol,GidOl,Noun,
benda yang berikat,pusil,,,
benda yang berikat bulat seperti telur ayam,pusil,pusil,Noun,
bendungan; timbunan tanah yang ditinggi- kan untuk membendung air,houta,hOwta,Noun,ia mambuat houta i bah sipinggan dia membuat bendungan di sungai sipinggan
bengar,berang,bEraG,Adjective,
bengis,benger,beGer,Verb,
bengkak,bosol,bOsOl,Adjective,hulit nidoit rado bosol kulit yang digigit dapat bengkak
bengkak,burnang,burnanG,Adjective,burnang tangan ni dakdanak  on bengkak tangan anak ini
bengkak,butong,butoG,Raya,; - bungkan
bengkak,gumbang,gubbaG,Adjective,
bengkak,jembeng,,,
bengkak,tambing,tabbiG,Adjective,tambing mata si Ali  halani idoit bala borngin mata si Ali bengkak karena disengat lebah kemarin
"bengkak (karena		kena	pukulan)",jembeng,jEmbEG,Adjective,"tanganni jembeng halani itenju halak	tangannya		bengkak karena ditinju orang;  karena pukulan"
bengkak dan gatal,jutal,,,
bengkak dan gatal; ,jutal,jutal,Noun,marjutal badan ni bergatalan badannya
bengkak sedikit,punil,punil,Adjective,hituha na punil perutnya agak bengkak
bengkarung,ilik,ilik,Noun,
bengkok,bontuk,bOntuk,Adjective,hayu na bontuk kayu yang bengkok
bengkok,degol,dEgOl,Adjective,degol do do panulisanmu tulisanmu bengkok;
bengkok,dengkut,dEkkut,Adjective,
bengkok,galedou,galEdouw,Adjective,hotang ai galedou rotan itu bengkok
bengkok,gedug,,,
bengkok,geldok,gEldO?,Adjective,
bengkok,geldou,gEldOw,Raya,tidak lurus;
bengkok,gelug,gélug,Raya,#NAME?
bengkok,gundung,gudduG,Adjective,
bengkok,janggir,,,
bengkok,jeot,jEyot,Noun,jeot tiangni televisi nami ibahen udan tiang televisi kami bengkok disebabkan hujan
bengkok,leduk,lEduk,Adjective,
bengkok,oduk,,,
bengkok tidak,eduk,,,
bengkok tidak sampai patah,eduk,Edu?,Adjective,
bengkok; - kokkan,gedug,gEdug,Raya,"ia	manggedugkon senduk dia membengkokkkan sendok;"
bengkok-bengkok,gedol,,,
benih,bonih,bOnih,Raya,bonih suanon domma tubuh benih yang ditanam sudah tumbuh;
bentang,ampar,appar,Verb,
bentang,arbong,arbOG,Verb,adong sabah arbong i arban dolog ai ada sawah terbentang di lereng gunung itu
bentang; hampar; kembang; ,herbang,hErbaG,Verb,"biasani iherbangkon do lobei hiou	in	sibolioni	biasanya dibentangkan	dulu		kainnya baru dibeli;"
bentangkan,amparhon ,,,
benteng,hubu,,,
benteng; kubu,hubu,hubu,Noun,hurakma lobei tanoh ai bani hubuta ala tolu halak! gali dahulu tanah itu untuk benteng kita kira-kira tiga orang!
bentuk,bondul,,,
bentuk,pou,,,
bentuk,turpa,,,
bentuk (bangun- an),turpa,turpa,Noun,jenges tumang turpa rumah ni si Anggi bentuk rumah si Anggi cantik
bentuk papan,seleng,,,
bentuk papan se- tengah inci,seleng,sElEG,Noun,
bentuk terikat lah,ma,ma,Adverb,yang digunakan untuk mene- kankan makna kata yang di depannya
bentuk yang tidak,baling,,,
bentuk yang tidak simetris,baling,baliG,Adjective,
"bentuk; sabondul		adv	sebentuk",bondul,bOndul,Noun,"sabondul	cincin		sebentuk cincin"
beo,kiwung,kiwuG,Noun,tiung
ber,hapuyung,,,
ber,marindik,,,
ber,pandeihon ,,,
ber,ronggot ,,,
ber,tumbalelang,,,
ber- guling terpelanting,tumbalelang,tubbalElaG,Verb,
ber; prefiks pembentuk verba  mem- punyai;  menggunakan;  menghasilkan;  dalam jumlah atau kelipatan;  mengaku dan memanggil sebagai,mar,mar,Adverb,maramang berayah; marinang beribu; 6 kira-kira atau lebih kurang: marlimapuluh halak kira-kira lima puluh orang
berabang,marabang ,,,
beracun,sorlupan ,,,
berahi,agab,,,
berair,marbah,,Verb,
berair bah banggal sungai,marbah ,,,
berakar,marurat,,,
berakar,marurat ,,,
beralaskan,malapik ,,,
beranak,marniombah ,,,
beranggota,marpagori,,Verb,
beranggota,marpagori ,,,
beranggota,marpagorihon,,Verb,
beranggota,marpagorihon ,,,
berangin,marlogou ,,,
berangkat,bingkat,bikkat,Noun,domma bingkat ma bala ai tentara itu sudah berangkat
berani,pag,pag,Adjective,
berani,pangkar,pak:ar,Adjective,pangkar do si Tongat mardalan golap age sahalaksi si Tongat berani berjalan sediri di malam hari
beranjak,manranjak,,Verb,
beranjak,manranjak ,,,
berantai,marunggur,,,
berantai,marunggur ,,,
berantuk,santik,sattik,Verb,bergesek: santik solok in berantuk korek itu
berapa,piga,,,
berapa,sadiha,sadiha,Pronoun,"sadiha harga ni hiou in iboli ho, baya? berapa harga kain ini kamu beli, nak?"
berapi,marapui ,,,
beras,Ry,bOraddaG,Noun,
beras yang dipergunakan untuk tepung tawar,onja,Onja,Noun,
berasa susah,marngalutan ,,,
berasam,marmigar ,,,
berasap,martimus ,,,
berat,bontan,bOntan,Adjective,bontan tumang boras sada goni on beras satu goni sangat berat
berat,borat,bOrat,Raya,borat hayu ai kayu itu berat;
berat,tondui,tOdduy,Adjective,
beratap,martayup,,Verb,
beratap,martayup ,,,
beratapkan,martayupkon,,Verb,
beratapkan,martayupkon ,,,
beratur,maratur ,,,
berayah,maramang,,Verb,
berayah,maramang ,,,
berayun,tuppol,,,
berayun (naik turun),tuppol,tuppOl,Verb,
berazimat,marrintabu,rintabu,Verb,halak-halak na jola marrintabu orang-orang dahulu berazimat
berazimat,"marrintabu 
",,,
berbagi,marbagi ,,,
berbaju,marbaju,,,
berbaju,marbaju ,,,
berbantal,marhalangulu,,,
berbantal,marhalangulu ,,,
berbapak,marbapa ,,,
berbaring,gadal,gadal,Verb,"si Amat gadal, torus tarpodom si Amat berbaring, terus tertidur"
berbaring,margale,,,
berbaring,margale ,,,
berbaris,marbaris ,,,
berbaris,marristei ,,,
berbaris,martitir ,,,
berbaris,rintang,rintaG,Verb,rintang hujae hujon berbaris  ke  sana ke mari
berbaris,riris,riris,Verb,berbaris- baris: rambung kobun ai i suau riris rambung perkebunan itu ditanam berbaris-baris
berbatas,marbalog ,,,
berbatas,maringanan,,,
berbatas inggot,maringanan ,,,
berbatasan,marsimbalog,,,
berbatu,marbatu ,,,
berbatuk,marbatuk ,,,
berbau,marbau ,,,
berbau pesing,marsonga ,,,
berbau tidak sedap (tentang bangkai dan sebagainya),masik,masik,Adjective,
berbebat,marbobat ,,,
berbeda,telpang,tElpaG,Verb,ai mase telpang pahorjaan nasiam on? mengapa pekerjaan kalian ini berbeda?
berbedak,marbodak ,,,
berbekal,martadah,,,
berbekal,martadah ,,,
"ber-belang,	berbintik-bintik",marindik,marindik,Verb,tangkop lobei dayok na marindik ai! tangkap  dulu ayam berbintik-bintik itu!;
berbelok,gadul,,,
berbelok,marlegot ,,,
berbelok-belok,gadul,gadul,Adjective,dalan laho tu jai gadul songon kiok bingbong jalan menuju ke sana berbelok-belok  seperti ular dipukul
berbengkok,margelug,,Adjective,
berbesan,marbesan,,,
berbesan,marbesan ,,,
berbesok,sogod ,,,
berbiak,margargar,,Verb,
berbiak,margargar ,,,
berbicara,bual,,,
berbicara,marhitei,,,
berbicara,marhitei ,,,
berbicara; - cakap,bual,buwal,Raya,marbualbual hanami i lopou bercakap-cakap kami di kedai;
berbiji,marbatu,,,
berbiji batuan,marbatu ,,,
berbintang,marbintang,,Verb,
berbintang bintang marratur,marbintang ,,,
berbintik,marronggot,,Verb,
berbintik,marronggot ,,,
berbisik,marhusip,,,
berbisik,marhusip ,,,
berbisul,"bayohon 
",,,
berbuah,marboras,bOras,Verb,"parlobei marbunga ase marboras, pb lebih dahulu berbunga baru berbuah,	(semua	ada aturannya);"
berbuah,marboras ,,,
berbuat jahat terhadap,manjahati  ,,,
berbuat jasa okang,marombou ,,,
berbuat sebagai orang kesal,mangilei ,,,
berbuih,marlumoh ,,,
berbukit,marbuntu ,,,
berbulu,marambulu,,,
berbulu,marambulu ,,,
berbungkus,marbungkus,,,
berbungkus ,marbungkus ,,,
berbunyi,malibig,libig,Verb,sorani mau libig suaranya
berbunyi,"mardajar 
",,,
berbunyi,marhasak ,,,
berbunyi gedebug,malibig ,,,
berbunyi piring jatuh,mardoran ,,,
berburu,marburu ,,,
berbusukan,makkamasik ,,,
bercabang tupang,martupang ,,,
bercacar,marsasar ,,,
bercahaya,mirlak,mirlak,Verb,lampu mirlak torang tumang lampu bercahaya terang sekali
bercakap,limlim,,,
bercakap,marbualbual,buwal,Verb,marbualbual hanami i lopou bercakap-cakap kami di kedai;
bercakap,"marbualbual 
",,,
bercakap; ,limlim,limlim,Verb,halani magigi ia ipalimlim karena ia benci ia tidak dicakapi
bercampakan,mangkamistak,,Verb,
bercampakan,mangkamistak ,,,
bercampur,marsaor ,,,
bercampur aduk,samuk,samuk,Verb,domma samuk boras pakon horsik beras sudah bercampur aduk dengan pasir
bercap,martokan ,,,
bercari,marsitorihan ,,,
berceceran,mangkapeper,pEpEr,Verb,"mangkapeper omei i tongah dalan	padi	berceceran	di tengah jalan"
berceceran,mangkapeper ,,,
bercelana,marpitolon,,,
bercelana,marpitolon ,,,
bercendawan,mardawan,,Verb,
bercendawan,mardawan ,,,
bercerai,marsirang,,Verb,
bercerai,marsirang ,,,
bercerai,martolah,,,
bercerai,martolah ,,,
bercerita,marsarita,,,
bercerita,marsarita ,,,
bercermin,marhasa,hasa,Verb,"domma ho marhasa ase misir? sudah	berkaca	kau	supaya berangkat?"
bercermin,marhasa ,,,
bercermin,marsormin,,,
bercermin,marsormin ,,,
bercincin,martintin,,,
bercincin,martintin ,,,
berciuman,marsiummahan,,,
berciuman,marsummah,,Verb,
berciuman,"marsummah 
",,,
bercucu,marpahompu ,,,
bercukur,marsuhur,,Verb,
bercukur,marsuhur ,,,
berdada,martonton,,,
